id,survey.demoAge,survey.gender,survey.ethnicity.0,survey.ethnicity.1,survey.ethnicity.2,survey.ethnicity.3,survey.ethnicity.4,survey.ethnicity.5,survey.ethnicity.6,survey.switchFromStem,survey.intendToSwtich,survey.intendedMajor,survey.involvedInActivity,survey.intendedActivity.0,survey.intendedActivity.1,survey.intendedActivity.2,survey.intendedActivity.3,survey.intendedActivity.4,survey.intendedActivity.5,survey.intendedActivity.6,survey.intendedActivity.7,survey.intendedActivity.8,survey.intendedActivity.9,survey.intendedActivity.10,survey.intendedActivity.11,survey.intendedActivity.12,survey.no_OCA_1to14.noOCAReason13,survey.no_OCA_1to14.noOCAReason14,survey.noOCA_15to30.noOCAReason15,survey.noOCA_15to30.noOCAReason16,survey.noOCA_15to30.noOCAReason17,survey.noOCA_15to30.noOCAReason18,survey.noOCA_15to30.noOCAReason19,survey.noOCA_15to30.noOCAReason20,survey.noOCA_15to30.noOCAReason21,survey.noOCA_15to30.noOCAReason22,survey.noOCA_15to30.noOCAReason23,survey.noOCA_15to30.noOCAReason24,survey.noOCA_15to30.noOCAReason25,survey.noOCA_15to30.noOCAReason26,survey.noOCA_15to30.noOCAReason27,survey.noOCA_15to30.noOCAReason28,survey.noOCA_15to30.noOCAReason29,survey.noOCA_15to30.noOCAReason30,survey.ae_grit.ae1,survey.ae_grit.ae2,survey.ae_grit.ae3,survey.ae_grit.ae4,survey.ae_grit.ae5,survey.ae_grit.ae6,survey.ae_grit.ae7,survey.ae_grit.ae8,survey.ae_grit.ae9,survey.ae_grit.ae10,survey.ae_grit.ae11,survey.ae_grit.ae12,survey.ae_grit.ae13,survey.ae_grit.ae14,survey.ae_grit.ae15,survey.ae_grit.ae16,survey.ae_grit.ae17,survey.ae_grit.ae18,survey.ae_grit.ae19,survey.ae_grit.ae20,survey.ae_grit.ae21,survey.ae_grit.ae22,survey.ae_grit.ae23,survey.ae_grit.ae24,survey.ae_grit.ae25,survey.ae_grit.ae26,survey.ae_grit.ae27,survey.ae_grit.ae28,survey.ae_grit.grit1,survey.ae_grit.grit2,survey.ae_grit.grit3,survey.ae_grit.grit4,survey.ae_grit.grit5,survey.ae_grit.grit6,survey.ae_grit.grit7,survey.ae_grit.grit8,survey.livingArea,survey.gpa.firstYearGPA,survey.gpa.cumulativeGPA,survey.gpa.maxGPA,survey.guardian1,survey.guardian2,survey.parentEducation.guardian1SchoolLevel,survey.parentEducation.guardian2SchoolLevel,survey.siblingCompleteDegree,survey.houseIncome,survey.usCitizen,survey.military,survey.disability,survey.lgbt,survey.highschool1,survey.highschool2,survey.highschool3,survey.highschool4,survey.highschool5,survey.highschool6,survey.contact1,survey.contact2,survey.all.0,survey.all.1,survey.all.2,survey.all.3,survey.all.4,survey.all.5,survey.all.6,survey.all.7,survey.all.8,survey.all.9,survey.all.10,survey.all.11,survey.all.12,survey.all.13,survey.all.14,survey.all.15,survey.all.16,survey.all.17,survey.all.18,survey.all.19,survey.levelAct.levelAct20,survey.participationHours,survey.participationCredit,survey.participationPaid,survey.allOut.allOut1,survey.allOut.allOut2,survey.allOut.allOut3,survey.allOut.allOut4,survey.allOut.allOut5,survey.allOut.allOut6,survey.allOut.allOut7,survey.allOut.allOut8,survey.allOut.allOut9,survey.allOut.allOut10,survey.allOut.allOut11,survey.allOut.allOut12,survey.allOut.allOut13,survey.allOut.allOut14,survey.allOut.allOut15,survey.allOut.allOut16,survey.allOut.allOut17,survey.allOut.allOut18,survey.allOut.allOut19,survey.allOut.allOut20,survey.allOut.allOut21,survey.allOut.allOut22,survey.allOut.allOut23,survey.allOut.allOut24,survey.allOut.allOut25,survey.allOut.allOut26,survey.allOut.allOut27,survey.allOut.allOut28,survey.allOut.allOut29,survey.allOut.allOut30,survey.allReason_1to14.allReason1,survey.allReason_1to14.allReason2,survey.allReason_1to14.allReason3,survey.allReason_1to14.allReason4,survey.allReason_1to14.allReason5,survey.allReason_1to14.allReason6,survey.allReason_1to14.allReason7,survey.allReason_1to14.allReason8,survey.allReason_1to14.allReason9,survey.allReason_1to14.allReason10,survey.allReason_1to14.allReason11,survey.allReason_1to14.allReason12,survey.allReason_1to14.allReason13,survey.allReason_1to14.allReason14,survey.allReason_15to30.allReason15,survey.allReason_15to30.allReason16,survey.allReason_15to30.allReason17,survey.allReason_15to30.allReason18,survey.allReason_15to30.allReason19,survey.allReason_15to30.allReason20,survey.allReason_15to30.allReason21,survey.allReason_15to30.allReason22,survey.allReason_15to30.allReason23,survey.allReason_15to30.allReason24,survey.allReason_15to30.allReason25,survey.allReason_15to30.allReason26,survey.allReason_15to30.allReason27,survey.allReason_15to30.allReason28,survey.allReason_15to30.allReason29,survey.allReason_15to30.allReason30,survey.top,survey.topOut.topOut1,survey.topOut.topOut2,survey.topOut.topOut3,survey.topOut.topOut4,survey.topOut.topOut5,survey.topOut.topOut6,survey.topOut.topOut7,survey.topOut.topOut8,survey.topOut.topOut9,survey.topOut.topOut10,survey.topOut.topOut11,survey.topOut.topOut12,survey.topOut.topOut13,survey.topOut.topOut14,survey.topOut.topOut15,survey.topOut.topOut16,survey.topOut.topOut17,survey.topOut.topOut18,survey.topOut.topOut19,survey.topOut.topOut20,survey.topOut.topOut21,survey.topOut.topOut22,survey.topOut.topOut23,survey.topOut.topOut24,survey.topOut.topOut25,survey.topOut.topOut26,survey.topOut.topOut27,survey.topOut.topOut28,survey.topOut.topOut29,survey.topOut.topOut30,survey.topReason.topReason1,survey.topReason.topReason2,survey.topReason.topReason3,survey.topReason.topReason4,survey.topReason.topReason5,survey.topReason.topReason6,survey.topReason.topReason7,survey.topReason.topReason8,survey.topReason.topReason9,survey.topReason.topReason10,survey.topReason.topReason11,survey.topReason.topReason12,survey.topReason.topReason13,survey.topReason.topReason14
572,18,Woman,Asian,,,,,,,"Yes, from a STEM Major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,1,1,1,4,1,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,A living learning/program related to science and engineering in a residence hall,n/a,,,Father,Mother,Did not finish high school,Did not finish high school,I Don't Have a Sibling,"Less than $19,999",a Permanent Resident,No,I have no disabilities,I choose not to respond,Yes,Hampton High,23669,Yes,5,3,,No,9_Job,20_Other,,,,,,,,,,,,,,,,,,,1,1-3,No,Yes,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,4,4,2,3,3,2,3,2,2,2,2,2,3,3,2,3,3,3,3,2,2,3,2,2,3,3,2,2,3,3,3,3,3,3,2,2,3,2,2,9_Job,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,3,3,2,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,3,2
573,22,Woman,White,,,,,,,"Yes, from a non-STEM major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,1,1,1,4,1,4,4,4,4,3,4,4,2,3,2,3,3,2,4,4,4,4,4,4,3,2,3,4,2,2,4,4,Off campus with friends/peers,,3.68,4.0,Mother,Father,"Master's degree (M.A., M.S., M.B.A., etc.)",Bachelor's or other 4-year degree,Yes,"$80,000 - $99,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,James River,23113,Yes,3,3,,Yes,5_Film,,,,,,,,,,,,,,,,,,,,,4-6,No,No,3,3,3,3,3,3,2,2,3,3,2,3,3,3,2,3,3,2,3,2,3,2,3,2,1,1,2,1,2,1,1,3,3,4,2,2,3,3,3,3,3,1,2,1,3,2,3,2,2,2,4,3,3,2,2,2,2,1,2,1,5_Film,3,3,3,3,3,3,2,2,4,4,3,3,3,2,2,4,2,3,2,2,2,2,2,2,2,1,2,1,2,1,3,3,3,4,2,1,2,3,3,3,2,2,3,1
574,19,I don't want to respond.,Asian,,,,,,,No,No,,No,2_Culture,4_Env,16_Research,,,,,,,,,,,2,2,4,4,3,2,2,3,4,3,2,3,3,4,2,4,4,2,3,1,3,3,3,3,3,3,2,3,3,4,4,2,3,3,2,2,2,2,2,2,3,3,2,3,3,3,2,1,4,3,2,3,3,3,Off campus with friends/peers,,2.83,,Mother,Father,High school graduate or GED,Vocational/technical certificate or diploma,Yes,"$100,000 - $149,999",a Permanent Resident,No,,Queer or Questioning,Yes,dominion high school,20165,Yes,3,4,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,23,Woman,Black,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,3,3,2,3,3,2,3,3,3,3,4,3,3,3,3,2,2,2,1,4,3,4,4,4,4,4,2,4,4,2,2,2,3,Off campus by myself,,2.7,,Mother,Father,Bachelor's or other 4-year degree,Attended college but did not receive a degree,Yes,"$100,000 - $149,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,James Monroe High School,2240,Yes,5,4,,No,7_Coeducation,20_Other,,,,,,,,,,,,,,,,,,,2,1-3,No,No,3,4,4,3,4,3,2,2,3,3,3,2,2,2,2,2,2,3,3,1,1,1,1,1,1,3,1,1,1,1,3,2,3,4,1,1,3,1,4,4,1,2,4,1,3,1,3,1,1,4,4,4,4,2,4,1,1,3,1,1,7_Coeducation,3,4,4,4,4,4,1,1,4,4,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,4,1,1,1,1,4,4,4,4,1,1,4,1,4,4,1,1,4,1
576,24,Woman,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,2,2,2,4,1,3,3,4,4,3,3,3,3,3,3,2,3,3,4,4,3,3,3,3,3,2,2,4,2,2,3,3,Off campus with friends/peers,,3.55,4.0,Mother,Father,Associate or other 2-year degree,Associate or other 2-year degree,Yes,"$100,000 - $149,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Kettle Moraine High,53183,Yes,,3,,No,9_Job,20_Other,,,,,,,,,,,,,,,,,,,3,7-9,No,Yes,3,3,3,3,4,3,2,2,3,3,2,3,3,3,2,2,2,2,2,2,2,4,4,2,2,2,1,2,2,1,3,2,3,3,3,2,3,2,3,4,2,1,3,1,3,2,2,1,1,1,2,3,4,2,2,2,2,1,1,1,20_Other,3,3,3,3,3,3,2,2,2,4,3,3,2,2,2,3,2,2,2,2,2,4,4,2,2,3,2,2,2,2,3,2,3,3,3,1,3,2,3,4,2,1,3,1
577,19,Man,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,3,2,3,2,4,1,4,4,4,4,4,4,4,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,"A residence hall, but not as part of a living/learning program",N/A,,,Mother,Father,Vocational/technical certificate or diploma,"Master's degree (M.A., M.S., M.B.A., etc.)",Yes,"$40,000 - $59,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Ocean Lakes Math and Science academy,23454,Yes,6,4,,Yes,1_Design,7_Coeducation,9_Job,16_Research,17_Public,18_Sports,,,,,,,,,,,,,,,,10-12,Yes,Yes,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,2,2,3,3,2,2,3,2,2,2,2,3,3,3,3,4,2,3,3,4,4,4,3,4,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1_Design,3,4,3,3,3,3,2,2,4,3,3,2,3,3,3,4,3,2,3,2,2,3,3,2,2,3,2,2,2,2,3,3,3,3,4,1,3,3,4,4,3,3,4,3
578,22,Man,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,Off campus with friends/peers,,3.0,,Mother,Father,"Master's degree (M.A., M.S., M.B.A., etc.)",Bachelor's or other 4-year degree,Yes,"$80,000 - $99,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Marist High School,30319,Yes,4,4,,No,6_Fraternity,18_Sports,,,,,,,,,,,,,,,,,,,,4-6,No,Yes,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18_Sports,3,3,3,3,3,3,2,2,3,3,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,3,3,3,3,3,2
579,28,Woman,Asian,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,2,2,2,4,2,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,2,2,4,4,Off campus with family,,3.80,,Father,Mother,"Master's degree (M.A., M.S., M.B.A., etc.)","Master's degree (M.A., M.S., M.B.A., etc.)",Yes,"Less than $19,999",an International Student (on F-1 or J-1 visa),No,I have no disabilities,Heterosexual (or Straight),No,,,Yes,1,3,good,No,13_Music,16_Research,20_Other,,,,,,,,,,,,,,,,,,4,12+,Yes,No,3,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,4,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,2,3,4,4,3,2,2,3,2,2,3,2,3,2,3,2,3,2,2,2,16_Research,3,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,2,2,3,3,2,2,3,2,2,2,2,2,3,3,4,4,3,3,4,4,4,2,3,3,3
580,22,Man,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,3,2,3,2,3,2,3,3,3,3,3,3,2,3,3,2,3,3,3,3,4,3,3,3,3,3,2,2,3,2,2,3,3,Off campus with friends/peers,,3.17,4.00,Mother,Father,Bachelor's or other 4-year degree,Bachelor's or other 4-year degree,Yes,"$60,000 - $79,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Bisexual,Yes,Annandale HS,22003,Yes,4,4,,Yes,2_Culture,9_Job,18_Sports,,,,,,,,,,,,,,,,,,,12+,No,Yes,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,3,2,2,2,2,1,1,1,1,2,2,2,4,1,2,3,2,4,3,4,4,4,2,2,2,3,2,2,2,2,2,3,2,2,2,3,1,2,2,2_Culture,4,4,4,3,4,3,4,3,4,4,4,3,4,4,4,4,4,3,4,2,1,3,3,1,2,3,1,2,1,1,2,3,2,4,1,3,4,1,4,2,3,3,3,1
581,21,Woman,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,3,3,3,2,3,2,4,3,4,4,3,3,3,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,2,3,3,Off campus with friends/peers,,3.79,,Father,Mother,High school graduate or GED,Bachelor's or other 4-year degree,No,"$80,000 - $99,999",a U.S. Citizen: born in the U.S.,No,"I have no disabilities,Visual impairment",Heterosexual (or Straight),Yes,Ashe county high school ,28694,Yes,4,3,,Yes,2_Culture,5_Film,8_International,9_Job,,,,,,,,,,,,,,,,,,10-12,Yes,Yes,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,2,1,3,3,2,2,3,1,1,1,1,3,3,3,4,3,4,3,2,4,3,3,3,4,3,3,2,3,1,2,2,2,3,3,3,3,3,2,2,1,1,2_Culture,4,4,4,2,3,2,3,4,3,3,4,4,2,2,3,3,4,2,4,2,1,3,3,1,1,1,1,1,1,2,3,3,3,4,2,2,4,2,4,2,3,4,2,3
582,19,Woman,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,3,2,2,3,3,2,4,4,4,4,4,4,3,3,3,3,4,3,3,4,3,4,4,4,4,4,3,3,4,3,3,4,4,A non-science or non-engineering living/learning program in a residence hall,,3.2,4.0,Father,Mother,Bachelor's or other 4-year degree,Bachelor's or other 4-year degree,Yes,"$80,000 - $99,999",a U.S. Citizen: born in the U.S.,No,Learning disability,Heterosexual (or Straight),Yes,Sewickley Academy,15143,Yes,4,3,,No,2_Culture,10_Community,17_Public,,,,,,,,,,,,,,,,,,,7-9,No,No,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,3,3,2,2,3,1,2,1,1,4,3,4,4,4,4,4,2,4,3,2,4,4,3,3,2,3,2,1,1,2,1,2,2,4,3,4,1,2,1,2_Culture,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,2,1,3,3,1,2,3,1,2,1,1,3,3,3,4,4,4,4,2,4,3,2,3,4,2
583,20,Woman,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,2,1,3,3,2,3,4,4,4,4,3,2,3,3,3,1,2,1,4,3,4,4,4,4,2,4,1,4,2,1,3,4,Off campus with friends/peers,,3.05,4,Mother,Father,High school graduate or GED,Attended college but did not receive a degree,Yes,"More than $200,000",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Dominion,20164,Yes,4,4,,No,6_Fraternity,,,,,,,,,,,,,,,,,,,,,7-9,No,No,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,1,1,2,3,1,1,4,1,1,1,1,3,4,4,4,1,2,4,1,4,4,4,4,4,2,1,4,2,1,1,1,1,1,3,1,1,1,1,1,1,1,6_Fraternity,4,4,4,4,4,3,3,4,4,4,4,4,4,2,4,4,4,3,4,1,1,1,2,1,1,3,1,1,1,1,3,4,4,4,2,3,4,1,4,4,4,4,4,2
584,19,Man,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,3,2,2,2,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,2,3,3,2,3,3,"A residence hall, but not as part of a living/learning program",,3.01,,Father,Mother,Bachelor's or other 4-year degree,Bachelor's or other 4-year degree,No,"$80,000 - $99,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,The Covenant School,22902,Yes,3,4,,No,18_Sports,,,,,,,,,,,,,,,,,,,,,4-6,No,No,2,3,4,3,4,3,3,2,4,4,4,3,3,3,2,3,3,2,2,1,2,1,1,1,1,2,1,2,2,1,2,3,3,2,3,3,3,4,4,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18_Sports,2,3,3,2,4,3,3,2,4,3,4,3,3,2,3,3,3,2,2,1,2,1,1,1,1,1,1,1,1,1,3,3,4,2,3,2,3,4,4,2,3,4,3,2
585,21,Man,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,3,1,1,1,3,2,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,2,2,2,3,2,2,3,3,Off campus with friends/peers,,3.4,4,Mother,Father,"Master's degree (M.A., M.S., M.B.A., etc.)","Master's degree (M.A., M.S., M.B.A., etc.)",No,"More than $200,000",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Woodberry Forest School,22989,Yes,2,4,It was fun,Yes,6_Fraternity,9_Job,15_Professional,18_Sports,,,,,,,,,,,,,,,,,,10-12,Yes,No,3,3,4,4,4,4,2,2,3,3,4,3,4,4,2,2,3,2,4,1,2,3,3,1,1,3,1,1,1,1,3,3,3,3,3,2,3,2,4,4,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15_Professional,4,3,3,4,3,4,2,2,3,4,4,4,4,3,3,3,2,3,2,2,2,3,3,1,1,2,1,1,1,1,3,3,3,4,4,2,3,3,4,3,3,2,3,1
586,21,Woman,6,,,,,,,"Yes, from a STEM Major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,2,2,2,3,3,2,3,3,3,2,2,2,3,2,3,2,2,3,2,2,Off campus with friends/peers,,2.5,4.0,Mother,Not applicable,Bachelor's or other 4-year degree,Unknown/Not applicable,No,"$20,000 - $39,999",an International Student (on F-1 or J-1 visa),No,I have no disabilities,Heterosexual (or Straight),Yes,Herndon High School,20194,Yes,4,4,,Yes,4_Env,9_Job,20_Other,,,,,,,,,,,,,,,,,,2,4-6,No,Yes,3,4,4,3,4,4,3,3,4,4,4,3,4,3,3,3,4,4,3,4,3,3,3,1,2,2,2,2,2,2,2,3,3,3,3,2,4,2,3,3,3,2,3,2,3,2,3,2,2,2,4,3,2,2,3,2,3,2,2,2,4_Env,3,3,2,3,2,3,3,3,2,2,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,3,2,3,3,2,2,2,2
587,19,Man,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,3,1,2,1,3,1,3,3,3,3,3,3,3,2,2,3,4,4,4,4,4,3,3,2,2,2,2,2,3,3,2,3,3,A non-science or non-engineering living/learning program in a residence hall,,,,Not applicable,Not applicable,High school graduate or GED,High school graduate or GED,Yes,"$100,000 - $149,999",a U.S. Citizen: born in the U.S.,No,,,Yes,Glenvar High School,24154,Yes,4,4,,No,20_Other,,,,,,,,,,,,,,,,,,,,4,12+,Yes,No,4,4,3,4,4,4,3,2,3,3,4,3,3,4,3,3,3,3,3,3,3,3,4,1,1,3,1,1,1,1,2,3,3,3,3,2,3,3,3,3,2,1,3,1,1,1,1,1,1,1,3,2,1,2,2,2,2,1,1,1,20_Other,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2
588,28,Man,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_Job,11_Media,15_Professional,16_Research,17_Public,18_Sports,,,,,,,,,,,,,,,,12+,Yes,Yes,4,4,4,3,3,4,2,2,4,4,2,2,4,3,2,3,4,3,3,2,2,3,3,2,2,3,2,3,3,2,3,2,3,4,2,2,4,2,4,4,2,1,2,1,2,2,2,2,2,2,3,3,3,2,3,2,2,2,2,2,16_Research,4,4,2,4,2,4,2,2,4,4,2,2,4,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,3,2,,,,,,,,,,,,,,
589,21,Woman,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,4,2,2,4,4,Off campus with friends/peers,3.93,3.88,4.00,Mother,Father,Bachelor's or other 4-year degree,Bachelor's or other 4-year degree,No,"$100,000 - $149,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Wilkes Central High School,28697,Yes,8,4,,No,2_Culture,7_Coeducation,20_Other,,,,,,,,,,,,,,,,,,3,1-3,No,No,3,3,3,4,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,2,3,2,2,2,2,3,2,3,2,2,3,3,3,3,3,3,2,2,2,2,2,20_Other,3,3,3,3,3,3,2,3,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,3,3,3,,3,,,3,,,,
590,23,Woman,biracial,,,,,,,No,No,,No,7_Coeducation,9_Job,Pre-professional,15_Professional,,,,,,,,,,3,2,4,2,4,4,1,1,1,1,4,3,3,4,3,3,1,1,4,2,4,3,2,3,2,4,2,4,4,4,4,4,4,3,4,2,3,4,4,4,4,3,3,3,3,3,1,3,1,4,2,1,4,4,Off campus with friends/peers,,2.9,4.0,Sibling,Father,Bachelor's or other 4-year degree,Attended college but did not receive a degree,Yes,"$60,000 - $79,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,norview high school,22513,Yes,3,4,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,19,Man,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,1,1,1,4,1,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,3,3,3,2,4,3,4,2,2,4,4,A non-science or non-engineering living/learning program in a residence hall,,3.97,4.0,Mother,Father,Bachelor's or other 4-year degree,Bachelor's or other 4-year degree,Yes,"$100,000 - $149,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Lloyd c bird,23113,Yes,4,4,,No,5_Film,10_Community,17_Public,18_Sports,20_Other,,,,,,,,,,,,,,,,3,4-6,No,No,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,2,2,2,3,2,1,1,2,2,2,2,2,3,3,3,3,2,2,3,2,3,2,3,3,3,2,2,2,3,2,2,2,3,3,3,2,2,2,2,2,2,2,20_Other,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3,2,3,2,2,3,2,2,2,2,2,2,2,2,3,3,3,3,2,2,3,2,3,3,2,2,3,2
592,25,Man,Asian,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,n/a,3.3,3.5,Mother,Father,Bachelor's or other 4-year degree,"Master's degree (M.A., M.S., M.B.A., etc.)",,"More than $200,000",an International Student (on F-1 or J-1 visa),No,,Bisexual,No,,,No,,,,No,9_Job,,,,,,,,,,,,,,,,,,,,,1-3,No,No,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9_Job,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
